Município;AIS;Natureza;Data;Hora;Dia da Semana;Tipo de Arma;Gênero;Idade da Vítima;Escolaridade da Vítima;Raça da Vítima
Aquiraz;AIS 13;HOMICIDIO DOLOSO;27/jul/21;01:00;Terça;Arma de fogo;Masculino;42;Ensino Fundamental Completo;Não Informada
Iguatu;AIS 21;HOMICIDIO DOLOSO;27/jul/21;21:15;Terça;Outros meios;Masculino;23;Alfabetizado;Não Informada
Granja;AIS 14;HOMICIDIO DOLOSO;27/jul/21;14:00;Terça;Outros meios;Feminino;17;Alfabetizado;Não Informada
Aquiraz;AIS 13;HOMICIDIO DOLOSO;28/jul/21;11:41;Quarta;Outros meios;Masculino;19;Ensino Fundamental Incompleto;Não Informada
Cascavel;AIS 13;HOMICIDIO DOLOSO;28/jul/21;20:30;Quarta;Arma de fogo;Masculino;37;Ensino Fundamental Completo;Não Informada
Fortaleza;AIS 06;HOMICIDIO DOLOSO;28/jul/21;08:40;Quarta;Arma de fogo;Masculino;19;Ensino Médio Incompleto;Não Informada
Fortaleza;AIS 02;HOMICIDIO DOLOSO;28/jul/21;11:23;Quarta;Arma de fogo;Masculino;43;Não Alfabetizado;Não Informada
Fortaleza;AIS 07;HOMICIDIO DOLOSO;28/jul/21;19:34;Quarta;Arma de fogo;Masculino;28;Ensino Médio Completo;Não Informada
Fortaleza;AIS 07;HOMICIDIO DOLOSO;28/jul/21;21:30;Quarta;Arma de fogo;Masculino;43;Ensino Fundamental Incompleto;Parda
Itarema;AIS 17;HOMICIDIO DOLOSO;28/jul/21;19:00;Quarta;Arma de fogo;Masculino;21;Alfabetizado;Não Informada
Marco;AIS 17;HOMICIDIO DOLOSO;28/jul/21;18:30;Quarta;Arma de fogo;Masculino;40;Alfabetizado;Não Informada
Pacatuba;AIS 24;HOMICIDIO DOLOSO;28/jul/21;21:30;Quarta;Arma de fogo;Masculino;35;Ensino Médio Incompleto;Parda
Pentecoste;AIS 17;HOMICIDIO DOLOSO;28/jul/21;19:20;Quarta;Arma de fogo;Masculino;21;Alfabetizado;Não Informada
Tabuleiro do Norte;AIS 18;HOMICIDIO DOLOSO;29/jul/21;10:50;Quinta;Arma de fogo;Masculino;25;Alfabetizado;Não Informada
Eusébio;AIS 13;HOMICIDIO DOLOSO;29/jul/21;18:53;Quinta;Arma de fogo;Masculino;29;Ensino Médio Incompleto;Não Informada
Jaguaribara;AIS 18;HOMICIDIO DOLOSO;29/jul/21;19:00;Quinta;Arma de fogo;Masculino;53;Não Alfabetizado;Não Informada
Sobral;AIS 14;HOMICIDIO DOLOSO;29/jul/21;19:40;Quinta;Arma branca;Feminino;34;Ensino Médio Incompleto;Não Informada
Monsenhor Tabosa;AIS 16;HOMICIDIO DOLOSO;29/jul/21;23:45;Quinta;Arma de fogo;Masculino;25;Alfabetizado;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;29/jul/21;12:00;Quinta;Outros meios;Feminino;Não Informada;Não Informada;Não Informada
Juazeiro do Norte;AIS 19;HOMICIDIO DOLOSO;30/jul/21;00:15;Sexta;Arma de fogo;Masculino;31;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 07;HOMICIDIO DOLOSO;30/jul/21;11:12;Sexta;Arma de fogo;Masculino;33;Não Informada;Branca
São João do Jaguaribe;AIS 18;HOMICIDIO DOLOSO;30/jul/21;16:00;Sexta;Arma de fogo;Feminino;71;Alfabetizado;Não Informada
Fortaleza;AIS 05;HOMICIDIO DOLOSO;30/jul/21;18:00;Sexta;Arma de fogo;Masculino;46;Alfabetizado;Parda
Juazeiro do Norte;AIS 19;HOMICIDIO DOLOSO;31/jul/21;05:12;Sábado;Arma de fogo;Masculino;34;Alfabetizado;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;31/jul/21;11:40;Sábado;Arma de fogo;Masculino;31;Ensino Fundamental Completo;Parda
Fortaleza;AIS 02;HOMICIDIO DOLOSO;31/jul/21;12:39;Sábado;Arma de fogo;Masculino;31;Ensino Fundamental Completo;Não Informada
Fortaleza;AIS 08;HOMICIDIO DOLOSO;31/jul/21;14:00;Sábado;Arma de fogo;Masculino;24;Alfabetizado;Não Informada
Fortaleza;AIS 07;HOMICIDIO DOLOSO;31/jul/21;18:17;Sábado;Arma de fogo;Masculino;18;Ensino Fundamental Incompleto;Não Informada
Maranguape;AIS 24;HOMICIDIO DOLOSO;31/jul/21;18:30;Sábado;Arma de fogo;Masculino;43;Ensino Fundamental Incompleto;Não Informada
Crato;AIS 19;HOMICIDIO DOLOSO;31/jul/21;19:00;Sábado;Arma de fogo;Masculino;27;Alfabetizado;Não Informada
Quixadá;AIS 20;HOMICIDIO DOLOSO;31/jul/21;21:00;Sábado;Arma de fogo;Masculino;36;Alfabetizado;Não Informada
Fortaleza;AIS 07;HOMICIDIO DOLOSO;31/jul/21;21:00;Sábado;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Fortaleza;AIS 07;HOMICIDIO DOLOSO;31/jul/21;21:45;Sábado;Arma de fogo;Masculino;20;Alfabetizado;Não Informada
Solonópole;AIS 20;HOMICIDIO DOLOSO;31/jul/21;22:30;Sábado;Arma de fogo;Masculino;40;Alfabetizado;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;31/jul/21;23:40;Sábado;Arma de fogo;Masculino;26;Ensino Fundamental Incompleto;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;31/jul/21;23:40;Sábado;Arma de fogo;Masculino;27;Ensino Fundamental Incompleto;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;31/jul/21;23:40;Sábado;Arma de fogo;Masculino;25;Ensino Fundamental Completo;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;31/jul/21;23:40;Sábado;Arma de fogo;Masculino;27;Ensino Médio Incompleto;Parda
Caucaia;AIS 11;HOMICIDIO DOLOSO;31/jul/21;23:40;Sábado;Arma de fogo;Masculino;24;Ensino Médio Completo;Preta
Alto Santo;AIS 18;HOMICIDIO DOLOSO;01/ago/21;00:07;Domingo;Arma de fogo;Masculino;22;Ensino Fundamental Incompleto;Não Informada
Groaíras;AIS 14;HOMICIDIO DOLOSO;01/ago/21;01:00;Domingo;Arma de fogo;Masculino;22;Alfabetizado;Preta
Itapajé;AIS 17;HOMICIDIO DOLOSO;01/ago/21;04:00;Domingo;Arma branca;Masculino;19;Alfabetizado;Não Informada
Maracanaú;AIS 12;HOMICIDIO DOLOSO;01/ago/21;08:57;Domingo;Arma de fogo;Masculino;24;Ensino Médio Incompleto;Não Informada
Alto Santo;AIS 18;HOMICIDIO DOLOSO;01/ago/21;09:30;Domingo;Arma de fogo;Masculino;21;Ensino Fundamental Incompleto;Parda
Sobral;AIS 14;HOMICIDIO DOLOSO;01/ago/21;12:45;Domingo;Arma branca;Masculino;29;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 03;HOMICIDIO DOLOSO;01/ago/21;15:50;Domingo;Arma de fogo;Masculino;27;Ensino Fundamental Completo;Não Informada
Tabuleiro do Norte;AIS 18;HOMICIDIO DOLOSO;01/ago/21;19:30;Domingo;Arma de fogo;Masculino;22;Não Informada;Não Informada
Juazeiro do Norte;AIS 19;HOMICIDIO DOLOSO;01/ago/21;21:49;Domingo;Arma branca;Masculino;35;Ensino Fundamental Completo;Parda
Guaraciaba do Norte;AIS 14;HOMICIDIO DOLOSO;02/ago/21;03:00;Segunda;Arma de fogo;Feminino;39;Ensino Fundamental Completo;Não Informada
Guaraciaba do Norte;AIS 14;HOMICIDIO DOLOSO;02/ago/21;03:00;Segunda;Arma de fogo;Masculino;Não Informada;Alfabetizado;Não Informada
Pacajus;AIS 25;HOMICIDIO DOLOSO;02/ago/21;14:00;Segunda;Arma de fogo;Masculino;17;Ensino Fundamental Incompleto;Parda
Maracanaú;AIS 12;HOMICIDIO DOLOSO;02/ago/21;15:10;Segunda;Arma de fogo;Feminino;30;Ensino Fundamental Incompleto;Parda
Itaitinga;AIS 25;HOMICIDIO DOLOSO;02/ago/21;16:40;Segunda;Arma de fogo;Masculino;23;Não Alfabetizado;Não Informada
Fortaleza;AIS 03;HOMICIDIO DOLOSO;02/ago/21;17:11;Segunda;Arma branca;Masculino;46;Alfabetizado;Não Informada
Forquilha;AIS 14;HOMICIDIO DOLOSO;02/ago/21;21:00;Segunda;Arma de fogo;Masculino;21;Não Informada;Não Informada
Fortaleza;AIS 03;HOMICIDIO DOLOSO;03/ago/21;06:46;Terça;Arma de fogo;Masculino;19;Alfabetizado;Branca
Choró;AIS 20;HOMICIDIO DOLOSO;03/ago/21;14:20;Terça;Arma de fogo;Feminino;31;Ensino Fundamental Incompleto;Não Informada
Paracuru;AIS 23;HOMICIDIO DOLOSO;03/ago/21;18:30;Terça;Arma branca;Masculino;55;Alfabetizado;Não Informada
Aracati;AIS 18;HOMICIDIO DOLOSO;03/ago/21;21:50;Terça;Arma de fogo;Masculino;36;Alfabetizado;Não Informada
Aquiraz;AIS 13;HOMICIDIO DOLOSO;04/ago/21;02:30;Quarta;Arma de fogo;Masculino;24;Ensino Médio Incompleto;Parda
Juazeiro do Norte;AIS 19;HOMICIDIO DOLOSO;04/ago/21;08:50;Quarta;Arma de fogo;Masculino;45;Ensino Fundamental Completo;Parda
Beberibe;AIS 18;HOMICIDIO DOLOSO;04/ago/21;09:50;Quarta;Arma de fogo;Masculino;37;Alfabetizado;Parda
Caucaia;AIS 11;HOMICIDIO DOLOSO;04/ago/21;12:30;Quarta;Arma de fogo;Masculino;30;Alfabetizado;Parda
Fortaleza;AIS 07;HOMICIDIO DOLOSO;04/ago/21;15:45;Quarta;Arma branca;Masculino;38;Alfabetizado;Não Informada
Aracoiaba;AIS 15;HOMICIDIO DOLOSO;04/ago/21;16:00;Quarta;Outros meios;Masculino;32;Ensino Fundamental Completo;Parda
Caucaia;AIS 11;HOMICIDIO DOLOSO;04/ago/21;16:40;Quarta;Arma de fogo;Masculino;32;Ensino Fundamental Incompleto;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;04/ago/21;23:20;Quarta;Arma de fogo;Feminino;24;Alfabetizado;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;04/ago/21;23:20;Quarta;Arma de fogo;Masculino;12;Não Alfabetizado;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;05/ago/21;00:30;Quinta;Arma de fogo;Masculino;54;Não Alfabetizado;Não Informada
Fortaleza;AIS 03;HOMICIDIO DOLOSO;05/ago/21;05:00;Quinta;Arma de fogo;Masculino;24;Alfabetizado;Não Informada
Cascavel;AIS 13;HOMICIDIO DOLOSO;05/ago/21;09:40;Quinta;Arma de fogo;Masculino;27;Ensino Fundamental Incompleto;Não Informada
Cascavel;AIS 13;HOMICIDIO DOLOSO;05/ago/21;09:40;Quinta;Arma de fogo;Masculino;22;Ensino Fundamental Incompleto;Parda
Russas;AIS 18;HOMICIDIO DOLOSO;05/ago/21;13:30;Quinta;Arma de fogo;Masculino;27;Ensino Fundamental Incompleto;Branca
Fortaleza;AIS 07;HOMICIDIO DOLOSO;05/ago/21;16:00;Quinta;Arma de fogo;Masculino;26;Ensino Fundamental Completo;Não Informada
Capistrano;AIS 15;HOMICIDIO DOLOSO;05/ago/21;19:00;Quinta;Arma branca;Masculino;26;Ensino Fundamental Completo;Não Informada
Fortaleza;AIS 03;HOMICIDIO DOLOSO;05/ago/21;19:42;Quinta;Arma de fogo;Masculino;20;Ensino Fundamental Completo;Não Informada
Fortaleza;AIS 03;HOMICIDIO DOLOSO;05/ago/21;19:42;Quinta;Arma de fogo;Masculino;25;Não Informada;Não Informada
Fortaleza;AIS 02;HOMICIDIO DOLOSO;05/ago/21;20:30;Quinta;Arma de fogo;Masculino;31;Ensino Fundamental Completo;Não Informada
Pacatuba;AIS 24;HOMICIDIO DOLOSO;05/ago/21;20:30;Quinta;Arma de fogo;Masculino;39;Ensino Fundamental Incompleto;Não Informada
Umirim;AIS 17;HOMICIDIO DOLOSO;06/ago/21;05:30;Sexta;Arma de fogo;Masculino;74;Não Alfabetizado;Parda
Ibicuitinga;AIS 20;HOMICIDIO DOLOSO;06/ago/21;05:50;Sexta;Arma de fogo;Masculino;21;Alfabetizado;Não Informada
Fortaleza;AIS 07;HOMICIDIO DOLOSO;06/ago/21;07:40;Sexta;Arma de fogo;Masculino;24;Alfabetizado;Não Informada
Fortaleza;AIS 03;HOMICIDIO DOLOSO;06/ago/21;10:20;Sexta;Arma de fogo;Masculino;16;Ensino Fundamental Incompleto;Parda
Fortaleza;AIS 05;HOMICIDIO DOLOSO;06/ago/21;12:45;Sexta;Arma de fogo;Masculino;35;Ensino Médio Incompleto;Não Informada
Madalena;AIS 15;HOMICIDIO DOLOSO;06/ago/21;15:00;Sexta;Arma de fogo;Masculino;18;Ensino Fundamental Incompleto;Não Informada
Sobral;AIS 14;HOMICIDIO DOLOSO;06/ago/21;16:00;Sexta;Arma de fogo;Feminino;18;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 09;FEMINICÍDIO;06/ago/21;19:30;Sexta;Arma de fogo;Feminino;53;Alfabetizado;Branca
Quixeré;AIS 18;HOMICIDIO DOLOSO;06/ago/21;20:30;Sexta;Arma de fogo;Masculino;21;Alfabetizado;Não Informada
Fortaleza;AIS 03;HOMICIDIO DOLOSO;06/ago/21;22:40;Sexta;Arma de fogo;Masculino;34;Ensino Médio Completo;Não Informada
Pacatuba;AIS 24;HOMICIDIO DOLOSO;07/ago/21;03:00;Sábado;Arma de fogo;Masculino;24;Ensino Médio Completo;Não Informada
Sobral;AIS 14;HOMICIDIO DOLOSO;07/ago/21;05:00;Sábado;Arma de fogo;Masculino;32;Não Informada;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;07/ago/21;10:00;Sábado;Arma de fogo;Masculino;30;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 08;HOMICIDIO DOLOSO;07/ago/21;17:00;Sábado;Arma de fogo;Masculino;26;Não Informada;Parda
Fortaleza;AIS 09;HOMICIDIO DOLOSO;07/ago/21;17:04;Sábado;Arma de fogo;Masculino;14;Alfabetizado;Parda
São Luís do Curu;AIS 23;HOMICIDIO DOLOSO;07/ago/21;17:10;Sábado;Outros meios;Masculino;52;Ensino Fundamental Incompleto;Não Informada
São Luís do Curu;AIS 23;HOMICIDIO DOLOSO;07/ago/21;18:40;Sábado;Arma de fogo;Feminino;24;Alfabetizado;Parda
Fortaleza;AIS 09;HOMICIDIO DOLOSO;07/ago/21;22:00;Sábado;Arma de fogo;Masculino;47;Ensino Fundamental Completo;Não Informada
Sobral;AIS 14;HOMICIDIO DOLOSO;07/ago/21;23:20;Sábado;Arma de fogo;Masculino;22;Ensino Fundamental Completo;Não Informada
Itapajé;AIS 17;HOMICIDIO DOLOSO;07/ago/21;23:30;Sábado;Arma de fogo;Masculino;20;Alfabetizado;Não Informada
Russas;AIS 18;HOMICIDIO DOLOSO;07/ago/21;23:40;Sábado;Arma de fogo;Masculino;40;Superior Incompleto;Não Informada
Ipu;AIS 16;HOMICIDIO DOLOSO;08/ago/21;00:40;Domingo;Arma branca;Masculino;28;Alfabetizado;Parda
Fortaleza;AIS 02;HOMICIDIO DOLOSO;08/ago/21;01:45;Domingo;Arma de fogo;Masculino;17;Alfabetizado;Não Informada
Missão Velha;AIS 19;LESAO CORPORAL SEGUIDA DE MORTE;08/ago/21;08:00;Domingo;Outros meios;Masculino;0;Não Alfabetizado;Não Informada
Apuiarés;AIS 17;HOMICIDIO DOLOSO;08/ago/21;09:00;Domingo;Arma branca;Masculino;23;Ensino Médio Incompleto;Não Informada
Reriutaba;AIS 16;HOMICIDIO DOLOSO;08/ago/21;09:30;Domingo;Arma de fogo;Masculino;22;Não Informada;Não Informada
Reriutaba;AIS 16;HOMICIDIO DOLOSO;08/ago/21;09:30;Domingo;Arma de fogo;Masculino;18;Ensino Médio Completo;Não Informada
Russas;AIS 18;HOMICIDIO DOLOSO;08/ago/21;19:30;Domingo;Arma de fogo;Masculino;54;Ensino Fundamental Completo;Não Informada
Limoeiro do Norte;AIS 18;HOMICIDIO DOLOSO;08/ago/21;20:30;Domingo;Arma branca;Masculino;53;Ensino Fundamental Completo;Parda
Aquiraz;AIS 13;HOMICIDIO DOLOSO;08/ago/21;20:30;Domingo;Arma de fogo;Masculino;38;Ensino Fundamental Incompleto;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;08/ago/21;21:45;Domingo;Arma de fogo;Masculino;29;Alfabetizado;Não Informada
Sobral;AIS 14;HOMICIDIO DOLOSO;08/ago/21;22:00;Domingo;Arma de fogo;Masculino;44;Ensino Fundamental Incompleto;Parda
Maracanaú;AIS 12;HOMICIDIO DOLOSO;09/ago/21;01:10;Segunda;Arma de fogo;Masculino;31;Ensino Fundamental Completo;Parda
Fortaleza;AIS 03;HOMICIDIO DOLOSO;09/ago/21;01:30;Segunda;Arma de fogo;Masculino;24;Não Informada;Não Informada
Fortaleza;AIS 07;HOMICIDIO DOLOSO;09/ago/21;10:20;Segunda;Arma de fogo;Masculino;27;Não Alfabetizado;Não Informada
Fortaleza;AIS 03;HOMICIDIO DOLOSO;09/ago/21;15:30;Segunda;Arma de fogo;Masculino;23;Ensino Médio Incompleto;Não Informada
Fortaleza;AIS 05;HOMICIDIO DOLOSO;09/ago/21;16:05;Segunda;Arma de fogo;Masculino;31;Ensino Fundamental Completo;Não Informada
Aquiraz;AIS 13;HOMICIDIO DOLOSO;09/ago/21;16:07;Segunda;Arma de fogo;Feminino;28;Ensino Médio Incompleto;Parda
Fortaleza;AIS 08;HOMICIDIO DOLOSO;09/ago/21;23:00;Segunda;Arma de fogo;Masculino;20;Alfabetizado;Não Informada
Canindé;AIS 15;FEMINICÍDIO;10/ago/21;00:30;Terça;Arma de fogo;Feminino;22;Alfabetizado;Não Informada
Limoeiro do Norte;AIS 18;HOMICIDIO DOLOSO;10/ago/21;02:30;Terça;Arma de fogo;Masculino;21;Não Informada;Não Informada
Limoeiro do Norte;AIS 18;HOMICIDIO DOLOSO;10/ago/21;02:30;Terça;Arma de fogo;Masculino;27;Não Informada;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;10/ago/21;06:59;Terça;Arma de fogo;Masculino;19;Alfabetizado;Não Informada
Fortaleza;AIS 03;HOMICIDIO DOLOSO;10/ago/21;13:10;Terça;Arma de fogo;Masculino;30;Alfabetizado;Não Informada
Sobral;AIS 14;HOMICIDIO DOLOSO;10/ago/21;16:00;Terça;Arma de fogo;Masculino;25;Ensino Médio Incompleto;Não Informada
Cascavel;AIS 13;HOMICIDIO DOLOSO;10/ago/21;16:30;Terça;Arma de fogo;Masculino;33;Ensino Médio Completo;Não Informada
Capistrano;AIS 15;HOMICIDIO DOLOSO;10/ago/21;17:00;Terça;Arma de fogo;Masculino;39;Não Informada;Não Informada
Fortaleza;AIS 03;HOMICIDIO DOLOSO;10/ago/21;19:35;Terça;Arma de fogo;Masculino;31;Ensino Fundamental Incompleto;Não Informada
Horizonte;AIS 25;HOMICIDIO DOLOSO;11/ago/21;09:30;Quarta;Arma de fogo;Masculino;33;Alfabetizado;Parda
Santana do Acaraú;AIS 14;HOMICIDIO DOLOSO;11/ago/21;10:00;Quarta;Arma de fogo;Feminino;43;Alfabetizado;Parda
Ibaretama;AIS 20;HOMICIDIO DOLOSO;11/ago/21;13:30;Quarta;Arma de fogo;Masculino;27;Alfabetizado;Parda
Russas;AIS 18;HOMICIDIO DOLOSO;11/ago/21;23:00;Quarta;Arma de fogo;Masculino;39;Ensino Médio Completo;Parda
Beberibe;AIS 18;HOMICIDIO DOLOSO;12/ago/21;03:30;Quinta;Arma de fogo;Masculino;38;Ensino Médio Completo;Não Informada
Fortaleza;AIS 06;HOMICIDIO DOLOSO;12/ago/21;05:32;Quinta;Arma de fogo;Masculino;27;Ensino Fundamental Incompleto;Parda
Tabuleiro do Norte;AIS 18;HOMICIDIO DOLOSO;12/ago/21;07:44;Quinta;Arma de fogo;Feminino;22;Alfabetizado;Parda
Barbalha;AIS 19;HOMICIDIO DOLOSO;12/ago/21;18:39;Quinta;Arma de fogo;Masculino;30;Alfabetizado;Parda
Cascavel;AIS 13;HOMICIDIO DOLOSO;12/ago/21;20:00;Quinta;Arma de fogo;Masculino;67;Não Alfabetizado;Indígena
Maracanaú;AIS 12;HOMICIDIO DOLOSO;12/ago/21;21:10;Quinta;Arma de fogo;Masculino;54;Alfabetizado;Não Informada
Beberibe;AIS 18;HOMICIDIO DOLOSO;12/ago/21;22:00;Quinta;Arma de fogo;Masculino;20;Ensino Fundamental Incompleto;Parda
Varjota;AIS 16;HOMICIDIO DOLOSO;13/ago/21;02:00;Sexta;Arma de fogo;Masculino;27;Alfabetizado;Não Informada
Fortaleza;AIS 02;HOMICIDIO DOLOSO;13/ago/21;05:56;Sexta;Arma de fogo;Masculino;20;Não Informada;Não Informada
Russas;AIS 18;HOMICIDIO DOLOSO;13/ago/21;09:48;Sexta;Outros meios;Masculino;26;Alfabetizado;Não Informada
Fortaleza;AIS 05;ROUBO SEGUIDO DE MORTE (LATROCINIO);13/ago/21;10:15;Sexta;Arma de fogo;Masculino;59;Ensino Fundamental Completo;Não Informada
Juazeiro do Norte;AIS 19;HOMICIDIO DOLOSO;13/ago/21;10:30;Sexta;Arma de fogo;Masculino;26;Ensino Fundamental Completo;Não Informada
São João do Jaguaribe;AIS 18;HOMICIDIO DOLOSO;13/ago/21;15:30;Sexta;Arma de fogo;Masculino;68;Não Informada;Não Informada
Sobral;AIS 14;HOMICIDIO DOLOSO;13/ago/21;16:15;Sexta;Arma de fogo;Masculino;45;Alfabetizado;Não Informada
Forquilha;AIS 14;HOMICIDIO DOLOSO;13/ago/21;19:00;Sexta;Arma de fogo;Masculino;37;Ensino Fundamental Incompleto;Não Informada
Forquilha;AIS 14;HOMICIDIO DOLOSO;13/ago/21;19:00;Sexta;Arma de fogo;Masculino;37;Alfabetizado;Não Informada
Aquiraz;AIS 13;HOMICIDIO DOLOSO;13/ago/21;19:40;Sexta;Arma de fogo;Feminino;29;Alfabetizado;Não Informada
Fortaleza;AIS 09;HOMICIDIO DOLOSO;13/ago/21;20:30;Sexta;Arma de fogo;Masculino;45;Alfabetizado;Não Informada
Quixadá;AIS 20;HOMICIDIO DOLOSO;14/ago/21;00:00;Sábado;Arma de fogo;Masculino;24;Ensino Fundamental Completo;Não Informada
Itatira;AIS 15;HOMICIDIO DOLOSO;14/ago/21;07:20;Sábado;Arma de fogo;Feminino;32;Alfabetizado;Não Informada
Chorozinho;AIS 25;HOMICIDIO DOLOSO;14/ago/21;10:20;Sábado;Arma de fogo;Masculino;56;Ensino Fundamental Incompleto;Não Informada
Nova Olinda;AIS 19;HOMICIDIO DOLOSO;14/ago/21;12:40;Sábado;Arma de fogo;Masculino;40;Alfabetizado;Não Informada
Ocara;AIS 15;HOMICIDIO DOLOSO;14/ago/21;13:30;Sábado;Arma de fogo;Masculino;19;Ensino Fundamental Incompleto;Não Informada
Ibicuitinga;AIS 20;HOMICIDIO DOLOSO;14/ago/21;19:50;Sábado;Arma de fogo;Masculino;44;Alfabetizado;Não Informada
Morada Nova;AIS 20;HOMICIDIO DOLOSO;14/ago/21;23:00;Sábado;Arma de fogo;Masculino;35;Ensino Fundamental Incompleto;Não Informada
Tabuleiro do Norte;AIS 18;HOMICIDIO DOLOSO;15/ago/21;00:30;Domingo;Arma de fogo;Masculino;22;Alfabetizado;Não Informada
Ibicuitinga;AIS 20;HOMICIDIO DOLOSO;15/ago/21;00:31;Domingo;Arma de fogo;Masculino;43;Alfabetizado;Não Informada
Tabuleiro do Norte;AIS 18;HOMICIDIO DOLOSO;15/ago/21;00:45;Domingo;Arma de fogo;Masculino;20;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 02;HOMICIDIO DOLOSO;15/ago/21;02:30;Domingo;Arma de fogo;Masculino;25;Ensino Médio Completo;Parda
Fortaleza;AIS 09;HOMICIDIO DOLOSO;15/ago/21;02:32;Domingo;Arma branca;Masculino;20;Ensino Fundamental Incompleto;Não Informada
Guaraciaba do Norte;AIS 14;HOMICIDIO DOLOSO;15/ago/21;03:00;Domingo;Arma de fogo;Feminino;31;Superior Completo;Parda
Canindé;AIS 15;HOMICIDIO DOLOSO;15/ago/21;03:30;Domingo;Arma de fogo;Masculino;24;Alfabetizado;Parda
Trairi;AIS 23;HOMICIDIO DOLOSO;15/ago/21;03:30;Domingo;Arma de fogo;Masculino;25;Alfabetizado;Não Informada
Maranguape;AIS 24;HOMICIDIO DOLOSO;15/ago/21;08:00;Domingo;Arma de fogo;Masculino;28;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 03;HOMICIDIO DOLOSO;15/ago/21;14:00;Domingo;Arma de fogo;Masculino;29;Ensino Fundamental Completo;Não Informada
Umirim;AIS 17;HOMICIDIO DOLOSO;15/ago/21;20:15;Domingo;Arma de fogo;Feminino;37;Alfabetizado;Parda
Jaguaruana;AIS 18;HOMICIDIO DOLOSO;15/ago/21;20:40;Domingo;Arma de fogo;Masculino;22;Ensino Fundamental Incompleto;Não Informada
Maranguape;AIS 24;HOMICIDIO DOLOSO;15/ago/21;21:33;Domingo;Arma de fogo;Masculino;25;Ensino Fundamental Incompleto;Parda
Ubajara;AIS 14;HOMICIDIO DOLOSO;15/ago/21;22:00;Domingo;Arma de fogo;Masculino;54;Alfabetizado;Não Informada
Ubajara;AIS 14;HOMICIDIO DOLOSO;15/ago/21;22:00;Domingo;Arma de fogo;Masculino;16;Não Informada;Não Informada
Ubajara;AIS 14;HOMICIDIO DOLOSO;15/ago/21;22:00;Domingo;Arma de fogo;Masculino;23;Alfabetizado;Parda
Maracanaú;AIS 12;HOMICIDIO DOLOSO;16/ago/21;07:00;Segunda;Arma de fogo;Masculino;35;Ensino Fundamental Incompleto;Não Informada
Crateús;AIS 16;HOMICIDIO DOLOSO;16/ago/21;08:50;Segunda;Arma de fogo;Masculino;32;Não Informada;Não Informada
Fortaleza;AIS 03;HOMICIDIO DOLOSO;16/ago/21;14:00;Segunda;Outros meios;Masculino;Não Informada;Não Informada;Não Informada
Caucaia;AIS 11;HOMICIDIO DOLOSO;16/ago/21;14:00;Segunda;Outros meios;Masculino;23;Ensino Fundamental Completo;Não Informada
Fortaleza;AIS 08;HOMICIDIO DOLOSO;16/ago/21;16:00;Segunda;Arma de fogo;Masculino;16;Ensino Fundamental Incompleto;Não Informada
Pacatuba;AIS 24;HOMICIDIO DOLOSO;16/ago/21;16:20;Segunda;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Trairi;AIS 23;HOMICIDIO DOLOSO;16/ago/21;19:00;Segunda;Arma de fogo;Masculino;43;Não Alfabetizado;Não Informada
Martinópole;AIS 14;HOMICIDIO DOLOSO;16/ago/21;20:20;Segunda;Arma branca;Masculino;65;Não Informada;Parda
Martinópole;AIS 14;HOMICIDIO DOLOSO;16/ago/21;20:20;Segunda;Arma branca;Masculino;42;Não Informada;Parda
Fortaleza;AIS 06;HOMICIDIO DOLOSO;16/ago/21;21:00;Segunda;Arma branca;Masculino;19;Não Informada;Não Informada
Fortaleza;AIS 04;HOMICIDIO DOLOSO;16/ago/21;21:15;Segunda;Arma de fogo;Masculino;23;Não Informada;Não Informada
Itapipoca;AIS 17;HOMICIDIO DOLOSO;16/ago/21;21:30;Segunda;Arma branca;Masculino;42;Alfabetizado;Não Informada
Fortaleza;AIS 03;HOMICIDIO DOLOSO;16/ago/21;23:10;Segunda;Arma de fogo;Masculino;23;Alfabetizado;Não Informada
Irauçuba;AIS 17;HOMICIDIO DOLOSO;17/ago/21;01:30;Terça;Arma branca;Masculino;46;Alfabetizado;Não Informada
